22/07/2015,Time: 1300 HRS IST, HEAVY RAINFALL AT A FEW PLACES WITH VERY HEAVY RAIN AT ISOLATED PLACES WOULD OCCUR IN THE DISTR,RICTS OF NORTH KONKAN DURING NEXT 48 HRS..HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF SOUTH KONKAN-GOA DURING NEXT 96 HOURS HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF NORTH KONKAN DURING 48HOURS COMMENCING FROM THE MORNING OF 24TH JULY 2015.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 24 HRS COMMENCING FROM THE MORNING OF 26TH JULY 2015.
23/07/2015,Time: 1300 HRS IST, HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING NEXT 120 HRS.
24/07/2015,Time: 1300 HRS IST, HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING NEXT 120 HRS.
25/07/2015,Time: 1300 HRS IST, HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING NEXT 48 HRS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER NORTH MADHYA MAHARASHTRA DURING NEXT 24 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 24 HRS COMMENCING FROM THE MORNING OF 27THJULY 2015. HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 28TH JULY 2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 29TH JULY 2015. 
25/07/2015,Time: 2100 HRS IST, HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING NEXT 36 HRS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER NORTH MADHYA MAHARASHTRA DURING NEXT 12 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 24 HRS IST,  COMMENCING FROM THE MORNING OF 27THJULY 2015. HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 28TH JULY 2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 29TH JULY 2015. 
26/07/2015,Time: 1300 HRS IST, HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA(EXCLUDING MUMBAI) DURING NEXT 24 HRS IST, .HEAVY TO VERY HEAVY RAINFALL AT A FEW PLACES OVER KONKAN-GOA FOR 48 HRS COMMENCING FROM THE MORNING'S OF 27 JULY 2015 .HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA FOR 24 HRS IST,  COMMENCING FROM THE MORNING OF 29TH JULY 2015. HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA FOR 24 HOURS COMMENCING FROM THE MORNING OF 30THJULY 2015.
25/07/2015,Time: 2100 HRS IST, HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING NEXT 36 HRS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER NORTH MADHYA MAHARASHTRA DURING NEXT 12 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 24 HRS COMMENCING FROM THE MORNING OF 27THJULY 2015. HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 28TH JULY 2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 29TH JULY 2015. HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICT OF NORTH MADHYA MAHARASHTRA DURING NEXT 12 HOURS 
27/07/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES WITH VERY HEAVY FALLS AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING NEXT 48 HRS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 72 HRS COMMENCING FROM THE MORNING OF 29THJULY 2015. 
28/07/2015,Time: 1300 HRS IST, HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES WITH EXTREMELY HEAVY RAINFALL AT ISOLATED PLACES WOULD OCCUR IN THE DISTR,RICTS OF NORTH KONKAN DURING NEXT 48 HOURS.HEAVY RAINFALL AT A FEW PLACES WITH VERY HEAVY FALLS AT ISOLATED PLACES WOULD OCCUR IN THE DISTRICTS OF SOUTH KONKAN-GOA DURING NEXT 48 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF NORTH MADHYA MAHARASHTRA DURING NEXT 48 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 48 HOURS COMMENCING FROM THE MORNING OF 30TH JULY 2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN GOA DURING 24 HOURS FROM THE MORNING OF 1ST AUGUST 2015.
29/07/2015,Time: 1300 HRS IST, HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA ( EXCLUDING MUMBAI) DURING NEXT 120 HOURS.
30/07/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA (EXCLUDING GREATER MUMBAI) DURING NEXT 72 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 48 HOURS FROM THE MORNING OF 02ND AUG'15.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF NORTH MADHYA MAHARASHTRA DURING 24 HOURS FROM THE MORNING OF 03RD AUG'15.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF VIDARBHA DURING 24 HOURS FROM THE MORNING OF 02ND AUG'15.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF VIDARBHA DURING 24 HOURS FROM THE MORNING OF 03RD AUG'15.
31/07/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING NEXT 72 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 48 HOURS FROM THE MORNING OF 04TH AUG'15.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF VIDARBHA DURING 48 HOURS FROM THE MORNING OF 03RD AUG'15.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF VIDARBHA DURING 24 HOURS FROM THE MORNING OF 04 TH AUG'15.
01/08/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING 72 HOURS FROM THE MORNING OF 03 RD AUG'15.AND AT MADHYA MAHARASHTRA FROM THE MORNING OF 05 TH AUG'15 FOR 24 HRS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF VIDARBHA DURING 24 HOURS FROM THE MORNING OF 03RD AUG'15.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF VIDARBHA DURING 48 HOURS FROM THE MORNING OF 04 TH AUG'15.
02/08/2015,Time: 2100 HRS IST, HEAVY  RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING 24 HOURS FROM THE MORNING OF 04TH AUG'15.. HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF VIDARBHA DURING 24 HOURS FROM THE MORNING OF 03RD AUG'15.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF VIDARBHA DURING 24 HOURS FROM THE MORNING OF 04 TH AUG'15.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF VIDARBHA DURING 24 HOURS FROM THE MORNING OF 05th AUG'15.
02/08/2015,Time: 1300 HRS IST, HEAVY  RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING 24 HOURS FROM THE MORNING OF 04TH AUG'15.. HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF VIDARBHA DURING 24 HOURS FROM THE MORNING OF 03RD AUG'15.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF VIDARBHA DURING 24 HOURS FROM THE MORNING OF 04 TH AUG'15.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF VIDARBHA DURING 24 HOURS FROM THE MORNING OF 05th AUG'15.
03/08/2015,Time: 1300 HRS IST, HEAVY  RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA AND NORTH MADHYA MAHARASHTRA DURING 48 HOURS FROM THE MORNING OF 04TH AUG'15. HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF VIDARBHA DURING NEXT 24 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF VIDARBHA DURING 24 HRS FORM THE MORNING OF 4TH AUGUST 2015.
04/08/2015,Time: 1300 HRS IST, HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTR,"RICTS OF KONKAN-GOA , MADHYA MAHARASHTRA AND VIDARBHA DURING NEXT 48 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MARATHWADA DURING NEXT 24 HRS ."
05/08/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTR,"RICTS OF NORTH KONKAN, NORTH MADHYA MAHARASHTRA AND VIDARBHA DURING NEXT 24 HOURS."
6/8/2015, Time: 13:00 HRS IST, NIL Warning  
7/8/2015, Time: 13:00 HRS IST, NIL Warning  
8/8/2015, Time: 13:00 HRS IST, NIL Warning  
9/8/2015, Time: 13:00 HRS IST, NIL Warning  
10/8/2015, Time: 13:00 HRS IST, NIL Warning  
11/08/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA AND VIDARBHA DURING 48 HOURS FROM THE MORNING OF 12TH AUG 2015.
12/08/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN ALL THE DISTR,RICTS OF SOUTH KONKAN-GOA AND VIDARBHA DURING NEXT 48 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN ALL THE DISTRICTS OF MADHYA MAHARASHTRA AND MARATHWADA DURING NEXT 24 HOURS.
12/08/2015,Time: 2100 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN ALL THE DISTR,RICTS OF SOUTH KONKAN-GOA AND VIDARBHA DURING NEXT 36 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN ALL THE DISTRICTS OF MADHYA MAHARASHTRA AND MARATHWADA DURING NEXT 12 HOURS.
13/08/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF SOUTH KONKAN-GOA AND MARATHWADA DURING NEXT 24 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT 48 HOURS.
14/8/2015, Time: 13:00 HRS IST, NIL Warning  
15/8/2015, Time: 13:00 HRS IST, NIL Warning  
16/8/2015, Time: 13:00 HRS IST, NIL Warning  
17/8/2015, Time: 13:00 HRS IST, NIL Warning  
17/8/2015, Time: 13:00 HRS IST, NIL Warning  
19/08/2015,Time: 1300 HRS IST, HEAVYRAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICT OF KONKAN- GOA DURING NEXT 48 HOURS FROM THE MORNING OF 22 AUGUST 2015.
20/8/2015, Time: 13:00 HRS IST, NIL Warning  
21/08/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICT OF KONKAN- GOA DURING 24 HOURS FROM THE MORNING OF 23 AUGUST 2015.
22/8/2015, Time: 13:00 HRS IST, NIL Warning  
23/8/2015, Time: 13:00 HRS IST, NIL Warning
24/08/2015, Time:  1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER VIDARBHA  DURING 24 HOURS FROM THE MORNING OF 28 AUG 2015.
25/08/2015, Time:  1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER VIDARBHA  DURING 72 HOURS FROM THE MORNING OF 27 AUG 2015.
26/08/2015, Time:  1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 48 HOURS. HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING 48 HOURS FROM THE MORNING OF 28 AUG 2015. HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER NORTH MADHYA MAHARASHTRA DURING 24 HOURS FROM THE MORNING OF 30 AUG 2015. HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER VIDARBHA  DURING 96 HOURS FROM THE MORNING OF 27 AUG 2015.
27/08/2015, Time:  1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 48 HOURS. HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING 48 HOURS FROM THE MORNING OF 28 AUG 2015. HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING 24 HOURS FROM THE MORNING OF 29 TH  AUG 2015. HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER VIDARBHA  DURING NEXT 96 HOURS .
28/08/2015, Time:  1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER VIDARBHA  DURING NEXT 24 HOURS .
29/8/2015, Time: 13:00 HRS IST, NIL Warning  
31/8/2015, Time: 13:00 HRS IST, NIL Warning  
1/9/2015, Time: 13:00 HRS IST, NIL Warning  
2/9/2015, Time: 13:00 HRS IST, NIL Warning  
3/9/2015, Time: 13:00 HRS IST, NIL Warning  
4/9/2015, Time: 13:00 HRS IST, NIL Warning  
5/9/2015, Time: 13:00 HRS IST, NIL Warning  
6/9/2015, Time: 13:00 HRS IST, NIL Warning  
07/09/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF MARATHWADA DURING NEXT 24 HOURS.
09/09/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF SOUTH KONKAN AND THE STATE GOA DURING NEXT 72 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT 48 HOURS .HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF MARATHWADA DURING NEXT 24 HOURS .
10/09/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN AND THE STATE GOA DURING NEXT 48 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT24 HOURS .
11/09/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN AND THE STATE GOA DURING NEXT 24 HOURS AND DURING NEXT 48 HRS COMMENCING FROM THE MORNING OF 14 SEPTEMBER 2015.
11/09/2015,Time: 2100 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN AND THE STATE GOA DURING NEXT 12 HOURS AND DURING NEXT 48 HRS COMMENCING FROM THE MORNING OF 14 SEPTEMBER 2015.
12/09/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING 24 HOURS FROM THE MORNING OF 14/9/2015.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF KONKAN-GOA DURING THE 48 HOURS FORM THE MORNING OF 15/9/2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MADHYA MAHARASHTRA AND VIDARBHA DURING THE 48 HOURS FORM THE MORNING OF 15/9/2015 AND IN DISTRICTS OF MARATHWADA DURING THE 24 HOURS FORM THE MORNING OF 15/9/2015.
13/09/2015,Time: 1300 HRSKONKAN-GOAHEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING 24 HOURS FROM THE MORNING OF 14/9/2015.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF KONKAN-GOA DURING THE 48 HOURS FORM THE MORNING OF 15/9/2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 24 HOURS FROM THE MORNING OF 17/9/2015.MADHYA MAHARASHTRAHEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT 96 HOURS.MARATHWADAHEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MARATHWADA DURING 48 HOURS FROM THE MORNING OF 14/9/2015.VIDARBHAHEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF VIDARBHA DURING 48 HOURS FROM THE MORNING OF 15/9/2015.
13/09/2015,Time: 2100 HRSKONKAN-GOA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING 24 HOURS FROM THE MORNING OF 14/09/2015.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF KONKAN-GOA DURING THE 48 HOURS FORM THE MORNING OF 15/09/2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 24 HOURS FROM THE MORNING OF 17/09/2015.MADHYA MAHARASHTRA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT 84 HOURS.MARATHWADA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MARATHWADA DURING 48 HOURS FROM THE MORNING OF 14/09/2015.VIDARBHA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF VIDARBHA DURING 48 HOURS FROM THE MORNING OF 15/09/2015.
14/09/2015,Time: 1300 HRSKONKAN-GOA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING NEXT 96 HOURS.HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES WITH VERY HEAVY FALL AT ISOLATED PLACES IN DISTRICTS OF KONKAN-GOA DURING 24 HOURS FROM THE MORNING OF 18/09/2015.MADHYA MAHARASHTRA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT 96 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MADHYAMAHARASHTRA DURING 24 HOURS FORM THE MORNING OF 18/09/2015.MARATHWADA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MARATHWADA DURING NEXT 120 HOURS .VIDARBHA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF VIDARBHA DURING 96 HOURS FROM THE MORNING OF 15/09/2015.
15/09/2015,Time: 1300 HRSKONKAN-GOA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING NEXT 48 HOURS.HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES WITH VERY HEAVY FALL AT ISOLATED PLACES IN DISTRICTS OF KONKAN-GOA DURING 72 HOURS FROM THE MORNING OF 17/09/2015.MADHYA MAHARASHTRA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT 72 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MADHYA MAHARASHTRA DURING 24 HOURS FORM THE MORNING OF 18/09/2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MADHYA MAHARASHTRA DURING 24 HOURS FORM THE MORNING OF 19/09/2015.MARATHWADA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MARATHWADA DURING 48 HOURS FORM THE MORNING OF 17/09/2015.VIDARBHA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF VIDARBHA DURING NEXT 48 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF VIDARBHA DURING 24 HOURS FORM THE MORNING OF 17/09/2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF VIDARBHA DURING 24 HOURS FORM THE MORNING OF 18/09/2015.
16/09/2015,Time: 1300 HRSKONKAN-GOA: HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING NEXT 48 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF KONKAN-GOA DURING 48 HOURSCOMMENCING FROM THE MORNING OF 18/09/2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 20/09/2015.MADHYA MAHARASHTRA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT 48 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF NORTH MADHYA MAHARASHTRA AND HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF SOUTH MADHYA DURING 24 HOURS COMMENCING FROM THE MORNING OF 18/09/2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MADHYA MAHARASHTRA DURING 24 HOURS FORM THE MORNING OF 19/09/2015.MARATHWADA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MARATHWADA DURING 48 HOURS COMMENCING FROM THE MORNING OF 17/09/2015.VIDARBHA:HEAVY TO VERY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF VIDARBHA DURING NEXT 24 HOURS.HEAVY TO VERY HEAVY RAINFALL AT A FEW PLACES WITH EXTREMLY HEAVY RAINFALL AT ISOLATED PLACES IN DISTRICTS OF VIDARBHA DURING 24 HOURS COMMENCING FROM THE MORNING OF 17/09/2015.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF VIDARBHA DURING 24 HOURS COMMENCING FROM THE MORNING OF 18/09/2015.
17/09/2015,Time: 1300 HRSKONKAN-GOA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN-GOA DURING NEXT 24 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES WITH EXTREMLY HEAVY AT ISOLATED PLACES IN DISTRICTS OF NORTH KONKAN DURING NEXT 48 HOURSCOMMENCING FROM THE MORNING OF 18/09/2015.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES IN THE DISTRICTS OF SOUTH KONKAN-GOA DURING NEXT 48 HRS COMMENCING FROM THE MORNING OF 18/09/2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING NEXT 24 HOURS COMMENCING FROM THE MORNING OF 20/09/2015.MADHYA MAHARASHTRA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT 24 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT 48 HOURS COMMENCING FROM THE MORNING OF 18/09/2015.MARATHWADA:HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF MARATHWADA DURING 48 HOURS.VIDARBHA:HEAVY TO VERY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF VIDARBHA DURING NEXT 24 HOURS.HEAVY TO VERY HEAVY RAINFALL AT A FEW PLACES WITH EXTREMLY HEAVY RAINFALL AT ISOLATED PLACES IN DISTRICTS OF VIDARBHA DURING 24 HOURS COMMENCING FROM THE MORNING OF 17/09/2015.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF VIDARBHA DURING 24 HOURS COMMENCING FROM THE MORNING OF 18/09/2015.
