23/9/2014, Time: 13:00 HRS IST, NIL Warning  
24/9/2014, Time: 13:00 HRS IST, NIL Warning  
25/9/2014, Time: 13:00 HRS IST, NIL Warning  
27/9/2014, Time: 13:00 HRS IST, NIL Warning  
28/9/2014, Time: 13:00 HRS IST, NIL Warning  
29/9/2014, Time: 13:00 HRS IST, NIL Warning  
30/9/2014, Time: 13:00 HRS IST, NIL Warning  
1/10/2014, Time: 13:00 HRS IST, NIL Warning  
2/10/2014, Time: 13:00 HRS IST, NIL Warning  
3/10/2014, Time: 13:00 HRS IST, NIL Warning  
4/10/2014, Time: 13:00 HRS IST, NIL Warning  
5/10/2014, Time: 13:00 HRS IST, NIL Warning  
6/10/2014, Time: 13:00 HRS IST, NIL Warning  
7/10/2014, Time: 13:00 HRS IST, NIL Warning  
8/10/2014, Time: 13:00 HRS IST, NIL Warning  
10/10/2014, Time: 13:00 HRS IST, NIL Warning  
11/10/2014, Time: 13:00 HRS IST, NIL Warning  
12/10/2014, Time: 13:00 HRS IST, NIL Warning  
13/10/2014, Time: 13:00 HRS IST, NIL Warning  
14/10/2014, Time: 13:00 HRS IST, NIL Warning  
15/10/2014, Time: 13:00 HRS IST, NIL Warning  
16/10/2014, Time: 13:00 HRS IST, NIL Warning  
17/10/2014, Time: 13:00 HRS IST, NIL Warning  
18/10/2014, Time: 13:00 HRS IST, NIL Warning  
19/10/2014, Time: 13:00 HRS IST, NIL Warning  
20/10/2014, Time: 13:00 HRS IST, NIL Warning  
21/10/2014, Time: 13:00 HRS IST, NIL Warning  
22/10/2014, Time: 13:00 HRS IST, NIL Warning  
24/10/2014, Time: 13:00 HRS IST, NIL Warning  
25/10/2014,Time: 1300 HRS, HEAVY RAINFALL WOULD         OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF SOUTH KONKAN-GOA         DURING NEXT 48 HOURS. 
26/10/2014,Time: 1300 HRS, HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF SOUTH KONKAN-GOA DURING NEXT 24 HOURS AND HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF SOUTH MADHYA MAHARASHTRA DURING NEXT 24 HOURS. 
27/10/2014,Time: 1300 HRS, "FOR 27-10-2014 :HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE STATE OF GOA AND IN THE DISTR,RICTS OF THANE , RAIGAD , RATNAGIRI AND SINDHUDURG DURING NEXT 24 HRSFOR 28-10-2014 :HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE STATE OF GOA AND IN THE DISTRICTS OF THANE , RAIGAD , RATNAGIRI AND SINDHUDURG DURING NEXT 24 HRS COMMENCING FROM THE MORNING OF 28TH OCT FOR 29-10-2014 :HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE STATE OF GOA AND IN THE DISTRICTS OF THANE , RAIGAD , RATNAGIRI AND SINDHUDURG DURING NEXT 24 HRS COMMENCING FROM THE MORNING OF 29 TH OCT  "
29/10/2014, Time: 13:00 HRS IST, NIL Warning  
30/10/2014, Time: 13:00 HRS IST, NIL Warning  
31/10/2014, Time: 13:00 HRS IST, NIL Warning  
1/11/2014, Time: 13:00 HRS IST, NIL Warning  
2/11/2014, Time: 13:00 HRS IST, NIL Warning  
3/11/2014, Time: 13:00 HRS IST, NIL Warning  
4/11/2014, Time: 13:00 HRS IST, NIL Warning  
5/11/2014, Time: 13:00 HRS IST, NIL Warning  
6/11/2014, Time: 13:00 HRS IST, NIL Warning  
7/11/2014, Time: 13:00 HRS IST, NIL Warning  
12/11/2014, Time: 13:00 HRS IST, NIL Warning  
13/11/2014, Time: 13:00 HRS IST, NIL Warning  
14/11/2014, Time: 13:00 HRS IST, NIL Warning  
15/11/2014, Time: 13:00 HRS IST, NIL Warning  
16/11/2014, Time: 13:00 HRS IST, NIL Warning  
17/11/2014, Time: 13:00 HRS IST, NIL Warning  
18/11/2014, Time: 13:00 HRS IST, NIL Warning  
19/11/2014, Time: 13:00 HRS IST, NIL Warning  
20/11/2014, Time: 13:00 HRS IST, NIL Warning  
21/11/2014, Time: 13:00 HRS IST, NIL Warning  
22/11/2014, Time: 13:00 HRS IST, NIL Warning  
23/11/2014, Time: 13:00 HRS IST, NIL Warning  
26/11/2014, Time: 13:00 HRS IST, NIL Warning  
28/11/2014, Time: 13:00 HRS IST, NIL Warning  
29/11/2014, Time: 13:00 HRS IST, NIL Warning  
30/11/2014, Time: 13:00 HRS IST, NIL Warning  
1/12/2014, Time: 13:00 HRS IST, NIL Warning  
2/12/2014, Time: 13:00 HRS IST, NIL Warning  
3/12/2014, Time: 13:00 HRS IST, NIL Warning  
4/12/2014, Time: 13:00 HRS IST, NIL Warning  
5/12/2014, Time: 13:00 HRS IST, NIL Warning  
7/12/2014, Time: 13:00 HRS IST, NIL Warning  
8/12/2014, Time: 13:00 HRS IST, NIL Warning  
9/12/2014, Time: 13:00 HRS IST, NIL Warning  
15/12/2014, Time: 13:00 HRS IST, NIL Warning  
16/12/2014, Time: 13:00 HRS IST, NIL Warning  
17/12/2014, Time: 13:00 HRS IST, NIL Warning  
18/12/2014, Time: 13:00 HRS IST, NIL Warning  
21/12/2014, Time: 13:00 HRS IST, NIL Warning  
22/12/2014, Time: 13:00 HRS IST, NIL Warning  
23/12/2014, Time: 13:00 HRS IST, NIL Warning  
24/12/2014, Time: 13:00 HRS IST, NIL Warning  
25/12/2014, Time: 13:00 HRS IST, NIL Warning  
26/12/2014, Time: 13:00 HRS IST, NIL Warning  
27/12/2014, Time: 13:00 HRS IST, NIL Warning  
29/12/2014, Time: 13:00 HRS IST, NIL Warning  
30/12/2014, Time: 13:00 HRS IST, NIL Warning  
31/12/2014, Time: 13:00 HRS IST, NIL Warning  
